投诉编号,投诉品牌,投诉车系,投诉车型,问题简述,典型问题,投诉时间,投诉状态
570598,东风日产,逍客,2017款 2.0L CVT 智享版 国VI,东风日产逍客发动机故障灯亮 无法加速,"A34,B334,",2021-02-05,处理反馈
570597,奇瑞汽车,瑞虎8,2020款 1.5TCI 自动 特供版 5座,奇瑞瑞虎8中控异响 方向盘共振左轻右重,"D80,D156,H93,",2021-02-05,处理反馈
570595,上汽大众,辉昂,2019款 380TSI 两驱 商务版 国V,大众辉昂行驶时变速箱顿挫异响 发动机抖动,"A24,B33,B19,",2021-02-05,处理反馈
570593,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度启动机故障导致启动困难,"A44,",2021-02-05,用户评分
570590,奇瑞汽车,奇瑞E5,2011款 1.5 手动 优悦型 E5,奇瑞E5漆面掉漆供油不足导致无法加速,"A255,H81,H78,",2021-02-05,处理反馈
570586,一汽-大众,探岳,2019款 征途版 280TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯水雾影响行车安全,"H82,",2021-02-05,处理反馈
570584,一汽-大众,迈腾,2018款 330TSI DSG 豪华型,一汽大众迈腾变速箱无奇数挡仪表盘故障报警,"B20,B96,",2021-02-05,处理反馈
570583,上汽大众,桑塔纳,2019款 1.5L 手动 风尚版 国VI,上汽大众桑塔纳副驾驶侧车门漆面龟裂,"H81,",2021-02-05,信息审核
570582,东风日产,天籁,2021款 2.0L XL 舒适版,东风日产天籁行驶过程中车门有异响,"H72,",2021-02-05,处理反馈
570580,一汽-大众,高尔夫,2021款 280TSI DSG R-Line,一汽大众高尔夫螺丝孔有瑕疵无法安装车牌,"N317,",2021-02-05,处理反馈
570578,一汽丰田,锐志,2007款 2.5V 导航版 新锐志REIZ,一汽丰田锐志中控仪表台开裂老化,"H176,",2021-02-05,信息审核
570576,一汽-大众,高尔夫,2017款 1.6L 自动 舒适百万辆纪念版,一汽大众高尔夫加满油低速踩刹车油箱异响,"H147,",2021-02-05,处理反馈
570575,长安福特,锐际,2020款 EcoBoost 245 四驱 纵享款 ST-LINE,长安福特锐际经销商喷漆色差明显,"J300,",2021-02-05,用户评分
570571,江铃汽车,驭胜S350,2016款 2.4T 自动 两驱 柴油 豪华版 5座,江铃驭胜S350变速箱换挡时有异响,"B33,",2021-02-05,信息审核
570569,一汽奔腾,奔腾T77,2020款 PRO 280 TID 自动 尊享型,一汽奔腾T77电瓶亏电导致无法启动,"H146,",2021-02-05,处理反馈
570568,东风雪铁龙,雪铁龙C3-XR,2015款 1.6THP 自动 先锋型 5座,东风雪铁龙C3-XR发动机严重烧机油,"A63,",2021-02-05,用户评分
570563,长安福特,翼虎,2018款 EcoBoost 180 两驱 豪翼型,长安福特翼虎防冻液异常消耗希望处理,"A191,",2021-02-05,处理反馈
570560,上汽大众,桑塔纳,2021款 1.5L 手动 风尚版,上汽大众桑塔纳购车后不给保养手册,"O353,",2021-02-05,处理反馈
570558,一汽-大众,宝来,2019款 改款 1.5L 自动 舒适型 国VI,一汽大众宝来倒车时踩刹车严重异响,"E43,",2021-02-05,处理反馈
570557,东风日产,轩逸,2020款 改款 1.6L XL CVT 悦享版,东风日产轩逸变速箱失速 方向盘故障灯亮,"A14,B334,D156,",2021-02-05,用户评分
570556,江汽集团,思皓X8,2021款 300T DCT 全景豪华版 6座,江淮思皓X8购车时置换补贴未兑现,"L313,",2021-02-05,处理反馈
570555,上汽通用五菱,宝骏310W,2017款 1.5L 手动 时尚型 国VI,宝骏310W行驶时出现交通事故气囊未弹开,"H55,",2021-02-05,处理反馈
570554,广汽乘用车,传祺GS3,2017款 150N 自动 精英版,广汽传祺GS3爆震传感器故障发动机故障灯亮,"A34,H234,",2021-02-05,信息审核
570553,广汽三菱,欧蓝德,2020款 2.0L 两驱 畅享版 5座,广汽三菱欧蓝德4S店销售维修过的问题车,"M284,",2021-02-05,厂家受理
570546,吉利汽车,吉利ICON,2020款 1.5TD i9,吉利ICON销售人员赠送车膜质量太差,"K307,N317,",2021-02-05,处理反馈
570545,BEIJING汽车,绅宝X35,2016款 1.5L 自动 精英版,北汽绅宝X35车辆登记证书缺失无法解压,"O353,",2021-02-05,处理反馈
570544,上汽大众斯柯达,柯迪亚克,2018款 TSI330 两驱 豪华优享版 7座 改款,斯柯达柯迪亚克刹车系统存在异响现象,"E43,",2021-02-05,处理反馈
570543,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,东风悦达起亚智跑锦湖轮胎脱皮4S店不予处理,"F186,I295,",2021-02-05,处理反馈
570541,华晨宝马,宝马1系,2021款 125i M运动曜夜版,华晨宝马1系车联网APP数据无法更新,"H155,I293,",2021-02-05,处理反馈
570534,长安福特,锐际,2020款 EcoBoost 245 四驱 嘉享款,长安福特锐际发动机舱内有异响要求处理,"A9,",2021-02-05,用户评分
570529,广汽本田,皓影,2020款 240TURBO CVT 两驱 豪华版,广汽本田皓影油管损坏需要更换油箱,"Q322,",2021-02-05,处理反馈
570525,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动跑高低速时岀现方向卡滞,"D123,",2021-02-05,信息审核
570523,东风日产,劲客,2021款 1.5L XE 手动 酷动版,东风日产劲客加速时发动机舱异响,"A9,",2021-02-05,用户评分
570521,东风本田,本田CR-V,2021款 240TURBO CVT 四驱 豪华版,东风本田CR-V按装行车记录仪与承诺不符,"L313,",2021-02-05,处理反馈
570517,奔驰（进口）,奔驰E级（进口）,2018款 E 200 敞篷轿跑车,进口奔驰E级尾灯开裂 变速箱跳挡,"B27,H134,H170,H220,",2021-02-05,处理反馈
570514,上汽通用五菱,五菱宏光,2019款 1.5L S 基本型 L2B,上汽通用五菱宏光中控系统是非原厂配件,"N319,",2021-02-05,处理反馈
570512,广汽乘用车,传祺GA6,2016款 235T DCT 豪华版,广汽传祺GA6低速行驶变速箱换挡顿挫,"B33,B19,B334,",2021-02-05,处理反馈
570511,东风雪铁龙,雪铁龙C6,2017款 380THP 尊贵型,东风雪铁龙C6测距雷达故障 店方要收费调试,"K307,",2021-02-05,处理反馈
570510,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳出现防冻液消耗过快,"A191,",2021-02-05,处理反馈
570507,众泰汽车,众泰Z500,2015款 1.5T 手动 尊贵型,众泰Z500质保期内厂家无配件索赔,"N318,",2021-02-05,信息审核
570505,上汽大众,朗行,2013款 1.4TSI 自动 豪华型,上汽大众朗行车内异味严重影响身体健康,"H185,",2021-02-05,处理反馈
570504,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,东风雪铁龙C4L清洗积炭后出现节气门故障,"J300,J299,J304,",2021-02-05,处理反馈
570503,吉利汽车,缤越,2020款 PRO 260T DCT 骑士,吉利缤越转速1300-1800转区间方向盘振动,"D80,",2021-02-05,处理反馈
570502,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳变速箱拖挡导致车身抖动,"B69,",2021-02-05,处理反馈
570500,一汽-大众,C-TREK蔚领,2017款 1.6L 自动 舒适型,一汽大众蔚领天窗严重漏水造成内饰有水渍,"H90,",2021-02-05,处理反馈
570499,东风标致,标致308,2014款 乐享版 经典 1.6L 手动 优尚型,东风标致308油泵变形导致油表显示不准确,"H78,H271,",2021-02-05,处理反馈
570496,一汽丰田,RAV4荣放,2020款 2.5L CVT 两驱 精英版 双擎,一汽丰田RAV4荣放空调出风口经常异响,"H101,",2021-02-05,信息审核
570494,东风风行,景逸X5,2017款 1.5T CVT 智联型 劲享系列,东风风行景逸X5发动机漏油 变速箱异响,"A12,B33,H21,",2021-02-05,用户评分
570489,一汽-大众,迈腾,2019款 330TSI DSG 领先型 国VI,一汽大众迈腾变速箱异响顿挫存在质量问题,"A9,B33,B19,",2021-02-05,处理反馈
570483,上汽大众,凌渡,2021款 280TSI DSG 舒适版,上汽大众凌渡厂家置换补贴承诺4S店不兑现,"L313,",2021-02-05,处理反馈
570481,奇瑞汽车,艾瑞泽5,2020款 1.5L CVT 运动版,奇瑞艾瑞泽5无操作情况下发动机自行启动,"H49,",2021-02-05,处理反馈
570479,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳右大灯透镜发白越来越严重,"H82,",2021-02-05,处理反馈
570478,观致汽车,观致7,2020款 1.8T 巡航豪华型,观致7变速箱故障 自动驻车故障  刹车异响,"B96,E43,O326,",2021-02-05,信息审核
570476,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放车窗玻璃共振 中控异响,"H72,H268,H93,",2021-02-05,信息审核
570474,长安福特,锐界,2020款 EcoBoost 245 两驱 豪锐型 7座,福特锐界行驶时加速油门异响 汽油箱异响,"B33,H147,",2021-02-05,处理反馈
570473,长安福特,翼搏,2013款 1.5 自动 尊贵型,长安福特翼搏变速箱拨叉存在设计缺陷,"B77,Q322,",2021-02-05,用户评分
570468,东风本田,本田CR-V,2021款 锐·混动 2.0L 两驱 净行版,东风本田CR-V颠簸路行驶汽油箱和后备箱异响,"H68,H147,",2021-02-05,处理反馈
570464,特斯拉中国,Model Y,2021款 长续航 全轮驱动版,特斯拉Model Y空调不制热 充电时自动断电,"H101,H340,",2021-02-05,信息审核
570462,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国V,上汽大众凌渡刹车时有异响4S店否认质量问题,"E43,",2021-02-05,处理反馈
570461,东风标致,标致408,2014款 1.8L 自动 豪华版,标致408油箱阀密封不严导致汽油回流,"H271,",2021-02-05,用户评分
570459,北京汽车,威旺S50,2016款 1.5T 手动 乐动豪华型,北汽威旺S50车辆停放时发生自燃厂家不处理,"H40,",2021-02-05,处理反馈
570458,一汽-大众,迈腾,2020款 330TSI DSG 领先型,一汽大众迈腾飞轮故障导致变速箱异响,"B33,",2021-02-05,处理反馈
570455,BEIJING汽车,BEIJING-X7,2020款 1.5TD DCT 致领版,BEIJING-X7发动机曲轴前油封处有漏油的现象,"A12,",2021-02-05,处理反馈
570453,东风本田,本田CR-V,2017款 240TURBO 自动 四驱 尊耀版,东风本田CR-V抬头显示盖板不回位厂家不保修,"H134,",2021-02-05,处理反馈
570452,吉利汽车,帝豪GL,2018款 1.4T 自动 尊贵智联型,吉利帝豪GL变速箱异响抖动车身异响,"A9,B33,B95,H15,",2021-02-05,用户评分
570446,吉利新能源,星越新能源,2019款 400T 驭星者 纯电动续航80KM,吉利星越新能源辅助驾驶故障 发动机抖动,"A24,H185,H101,H170,",2021-02-05,处理反馈
570445,奇瑞新能源,瑞虎3xe,2018款 480 畅优版,奇瑞瑞虎3xe电瓶进水 空调漏水 厂家不保修,"H101,H146,I297,",2021-02-05,厂家受理
570441,一汽-大众奥迪,奥迪A6L,2016款 TFSI 双离合 技术型,奥迪A6L节温器故障导致漏防冻液,"A37,H234,",2021-02-05,信息审核
570439,奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 地 5座,捷途X70 PLUS车门警示灯不亮 前大灯不亮,"H82,",2021-02-04,处理反馈
570438,奇瑞新能源,瑞虎e,2021款 虎啸版,奇瑞瑞虎e行驶时经常出现动力切断故障,"H343,",2021-02-04,信息审核
570436,广汽本田,缤智,2015款 1.5L CVT 两驱舒适型,广汽本田缤智冷启动发动机VTC作用器异响,"A9,",2021-02-04,处理反馈
570435,东风日产,骐达TIIDA,2011款 1.6 CVT 智能版 新骐达,东风日产骐达TIIDA变速箱换挡顿挫,"B19,",2021-02-04,处理反馈
570434,广汽丰田,凯美瑞,2007款 240G 豪华版,广汽丰田凯美瑞仪表台老化粘手异味严重,"H176,H164,",2021-02-04,信息审核
570432,上汽大众,途观L,2020款 330TSI 自动 两驱 全景舒适版 国VI,上汽大众途观L发动机起停失灵 油耗增加,"A85,H263,",2021-02-04,用户评分
570430,东风日产,阳光,2016款 1.5XE 手动 领先版,东风日产阳光变速器异响 油表显示不准确,"B33,H202,",2021-02-04,用户评分
570428,东风雪铁龙,雪铁龙C4L,2013款 1.8L 自动 劲智版,东风雪铁龙C4L方向机转向异响要求解决,"D59,D265,",2021-02-04,用户评分
570426,雷克萨斯,雷克萨斯LS,2006款 460L  自动  尊贵版,雷克萨斯LS中控仪表台开裂发粘有异味	,"H176,",2021-02-04,厂家受理
570425,东风日产,天籁,2020款 2.0L XL 舒适版,东风日产天籁加满油后刹车时汽油箱异响,"H147,",2021-02-04,用户评分
570424,吉利汽车,缤越,2020款 PRO 240T DCT 猎手,吉利缤越刹车时有异响4S店不予解决,"E43,",2021-02-04,处理反馈
570423,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际购车旅游基金承诺一直没有兑现,"L313,",2021-02-04,用户评分
570422,奔驰（进口）,奔驰GLE,2018款 GLE 320 4MATIC 动感型 臻藏版,进口奔驰GLE转向系统故障 中控屏黑屏,"A14,A44,D291,H134,H211,",2021-02-04,处理反馈
570419,BEIJING汽车,绅宝D50,2018款 1.5L CVT 尊享智联版,绅宝D50电子驻车系统故障报警4S店不予保修,"E62,E159,I297,",2021-02-04,用户评分
570417,一汽-大众奥迪,奥迪Q5,2015款 40 TFSI 舒适型 5座,一汽大众奥迪Q5发动机漏油烧机油 漏冷却液,"A12,A63,A37,",2021-02-04,处理反馈
570415,奇瑞汽车,捷途X70S,2019款 1.5T DCT 坦途版 5座,捷途X70S发动机故障 功率不足 剧烈抖动,"A24,A163,",2021-02-04,处理反馈
570414,江铃福特,领界,2019款 EcoBoost 145 CVT 精领型 国VI,江铃福特领界变速箱漏油维修多次无法解决,"B22,J298,",2021-02-04,用户评分
570412,长安马自达,马自达3 昂克赛拉,2016款 1.5L 手动 豪华型 三厢,长安马自达昂克赛拉刹车异响 减震器异响,"E43,G52,",2021-02-04,处理反馈
570411,东风本田,本田CR-V,2019款 240TURBO CVT 两驱 舒适版 国V,东风本田CR-V事故维修垫付款售后未退还,"L314,",2021-02-04,处理反馈
570410,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌低速行驶时变速箱顿挫,"B19,",2021-02-04,信息审核
570406,华晨宝马,宝马1系,2020款 120i M运动套装,华晨宝马1系刹车抱死希望厂家质保,"E29,",2021-02-04,处理反馈
570405,比亚迪,比亚迪F0,2010款 尚酷爱国版 1.0 手动 悦酷型,比亚迪F0车身侧裙和底盘出现生锈现象,"H79,",2021-02-04,用户评分
570401,上汽大众,桑塔纳,2016款 1.6L 手动 风尚版 三厢,上汽大众桑塔纳发动机启动困难故障灯亮,"A34,A44,",2021-02-04,处理反馈
570400,一汽-大众,宝来,2019款 宝来·传奇 1.5L 手动 时尚型 国VI,一汽大众宝来胎压监测报警维修多次未解决,"H203,",2021-02-04,处理反馈
570397,江西五十铃,瑞迈,2020款 2.8T 经典 四驱 柴油 国VI 舒适型 加长版 JE493ZLQ6E,五十铃瑞迈刹车异响 反复维修未解决,"E43,E333,",2021-02-04,信息审核
570393,东风标致,标致408,2014款 1.8L 自动 豪华版,标致408发动机严重烧机油 后桥异响,"A63,G158,",2021-02-04,处理反馈
570392,奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪享版,奇瑞瑞虎8 PLUS刹车异响后备箱无故弹起,"E43,H68,",2021-02-04,处理反馈
570391,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408发动机烧机油故障灯亮,"A34,A63,",2021-02-04,用户评分
570387,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国VI,上汽大众凌渡天窗异响售后没有解决问题,"H89,",2021-02-04,处理反馈
570386,东风英菲尼迪,英菲尼迪Q50L,2015款 2.0T 自动 悦享版,英菲尼迪Q50L车内异味希望厂家处理,"H185,H90,",2021-02-04,信息审核
570378,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,大众探岳变速箱脱挡共振 反光镜异响,"B246,B208,H211,",2021-02-04,处理反馈
570374,一汽-大众,高尔夫,2017款 230TSI 自动 舒适百万辆纪念版,一汽大众高尔夫变速箱换挡机构故障,"B96,B77,B184,",2021-02-04,处理反馈
570373,一汽-大众,速腾,2019款 280TSI DSG 豪华型 国V,一汽大众速腾高压油泵异响更换配件未解决,"A9,H78,",2021-02-04,处理反馈
570369,东风标致,标致508,2021款 508L 400THP PureTech 驾控版,东风标致508发动机无法启动而且故障灯亮,"A9,A34,A44,",2021-02-04,用户评分
570366,吉利汽车,帝豪GL,2018款 1.4T 自动 精英智联型,吉利帝豪GL变速箱过热失速而且有异响,"B33,B96,B246,",2021-02-04,处理反馈
570365,北京现代,胜达,2013款 2.4L 自动 两驱 智能型 GLS,北京现代胜达4S店喷漆有划痕保险杠缝隙大,"H209,J303,",2021-02-04,处理反馈
570363,一汽-大众奥迪,奥迪Q5L,2020款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L多个故障灯同时报警希望处理,"H110,",2021-02-04,信息审核
570362,领克,领克03,2020款 2.0TD 自动 劲Pro版,领克03事故维修后座椅挤压起皱服务差,"H169,I293,J299,",2021-02-04,处理反馈
570360,云度新能源,云度π1,2020款 Pro 远行版 乐派型,云度π1仪表台异响方向盘异响电池充电缓慢,"D59,H185,H93,H343,",2021-02-04,信息审核
570359,BEIJING汽车,智行,2018款 1.5T CVT 新智版 国V,BEIJING汽车智行玻璃升降器有故障,"H67,N318,",2021-02-04,处理反馈
570358,上汽大众,凌渡,2015款 280TSI 手动 舒适版,上汽大众凌渡车内异味要求给予解决,"H185,",2021-02-04,用户评分
570356,奇瑞捷豹路虎,捷豹XEL,2019款 2.0T 200PS 尊享版,奇瑞捷豹路虎XEL发动机熄火 发动机漏油,"A12,A14,",2021-02-04,处理反馈
570355,长安福特,锐界,2020款 EcoBoost 245 两驱 豪锐型 7座,长安福特锐界电瓶亏电导致无法启动,"H146,",2021-02-04,处理反馈
570352,华晨中华,中华V7,2019款 运动款 280T 自动 豪华型,华晨中华V7发动机故障灯亮 4S店不予索赔,"A24,A34,I297,",2021-02-04,信息审核
570351,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾遥控钥匙漏电希望解决,"H119,",2021-02-04,处理反馈
570350,上汽通用五菱,五菱宏光,2016款 1.5L 尊享型 S1 国V,上汽通用五菱宏光前轮吃胎偏磨严重,"G245,",2021-02-04,处理反馈
570347,北汽新能源,北汽新能源EC5,2019款 新风版,北汽新能源EC5续航里程不足希望处理,"H344,M283,",2021-02-04,处理反馈
570346,BEIJING汽车,BEIJING-EU5,2018款 R550 智领版,BEIJING-EU5新车车身顶部A柱大面积喷漆,"M284,",2021-02-04,处理反馈
570345,北京奔驰,奔驰E级,2019款 E 300L 运动豪华型,北京奔驰E级方向机异响厂家拒绝更换,"D59,D265,",2021-02-04,处理反馈
570344,广汽本田,广汽本田VE-1,2020款 舒适版,广汽本田VE-1续航里程不足要求尽快处理,"H344,",2021-02-04,处理反馈
570343,斯巴鲁,森林人,2016款 2.0i 时尚导航版,斯巴鲁森林人方向机异响 三角臂故障,"D59,G210,",2021-02-04,信息审核
570342,长安福特,锐界,2015款 2.7T GTDi 四驱 运动型,长安福特锐界塑料油底壳出现漏油,"A12,",2021-02-04,处理反馈
570341,东风本田,哥瑞,2016款 1.5L CVT 舒适版,东风本田哥瑞冷车启动异响存在质量问题,"A9,",2021-02-04,用户评分
570339,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾高压泵异响厂家不予解决,"A9,I295,",2021-02-04,处理反馈
570338,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾颠簸路面行驶时底盘异响,"G56,",2021-02-04,处理反馈
570337,一汽奔腾,奔腾B30,2017款 1.6L 手动 舒适型,一汽奔腾B30轮毂掉漆厂家未索赔,"H243,",2021-02-04,处理反馈
570336,上汽通用五菱,五菱宏光,2016款 1.5L 尊享型 S1 国V,上汽通用五菱宏光挂三挡打齿驻车时无法挂入,"B33,B20,",2021-02-04,处理反馈
570335,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳变速箱拖挡导致车身共振抖动,"B69,",2021-02-04,处理反馈
570332,一汽丰田,锐志,2007款 2.5S 天窗版 锐志 REIZ,一汽丰田锐志仪表台开裂 影响气囊弹出,"H176,",2021-02-04,信息审核
570331,上汽大众,途昂X,2020款 380TSI 四驱 豪华版,上汽大众途昂X前悬挂异响经销商无配件,"G204,N318,",2021-02-04,处理反馈
570327,海马汽车,海马M3,2013款 1.5L 手动 精英型,海马M3安全气囊故障灯亮一直未解决,"H103,",2021-02-04,厂家受理
570325,奇瑞汽车,瑞虎5x,2017款 1.5T 自动 精英型,奇瑞瑞虎5x发动机实际油耗高希望解决,"A85,",2021-02-04,处理反馈
570324,上汽大众,途观L,2020款 330TSI 自动 两驱 智动豪华版 国VI,上汽大众途观L事故维修后启停失灵油耗高,"A85,H263,J300,",2021-02-04,处理反馈
570321,东风悦达起亚,赛拉图,2012款 1.6L 手动 GL,东风悦达起亚赛拉图变速箱异响严重,"B33,",2021-02-04,处理反馈
570319,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 舒适型,一汽大众探歌新车油耗高希望厂家处理,"A85,",2021-02-04,处理反馈
570316,长城汽车,WEY P8,2018款 2.0T 旗舰型,WEY P8混合动力功能受限行驶时动力消失,"A255,A346,",2021-02-04,处理反馈
570312,长安福特,锐际,2020款 EcoBoost 245 两驱 耀享款,长安福特锐际新车发动机怠速抖动,"A24,",2021-02-04,用户评分
570311,奇瑞汽车,艾瑞泽5,2017款 1.5L CVT 尊贵版,奇瑞艾瑞泽5车门生锈维修后再次生锈,"H79,",2021-02-04,处理反馈
570309,奇瑞新能源,奇瑞QQ3EV,2014款 EV 运动版,奇瑞QQ3EV动力电池严重衰减厂家不予解决,"H343,I295,",2021-02-04,信息审核
570303,一汽-大众奥迪,奥迪Q5L,2020款 改款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L发动机和变速箱连接处渗油,"A12,B22,H93,",2021-02-04,信息审核
570297,广汽本田,飞度,2016款 1.5L LX CVT 舒适型,广汽本田飞度冷车启动异响希望尽快处理,"A9,",2021-02-04,处理反馈
570296,长安福特,锐界,2018款 EcoBoost 245 两驱 豪锐型 7座 国V,长安福特锐界发动机漏机油希望尽快处理,"A12,",2021-02-04,处理反馈
570295,长城汽车,炮,2019款 2.0T 商用版 手动 两驱 精英型 长箱 GW4D20M 柴油,长城炮发动机故障灯报警 无法启动,"A34,A44,",2021-02-04,处理反馈
570293,一汽-大众,宝来,2017款 230TSI DSG 舒适型,一汽大众宝来挂挡后无法行驶 发动机抖动,"A24,B334,",2021-02-04,处理反馈
570291,一汽红旗,红旗H5,2020款 1.8T 自动 智联旗韵版,红旗H5后备箱自动开启 车窗自动下降,"H67,H68,",2021-02-04,信息审核
570290,一汽丰田,卡罗拉,2017款 1.2T S-CVT GL 改款,一汽丰田卡罗拉门窗异响售后未解决问题,"H72,",2021-02-04,信息审核
570289,广汽三菱,欧蓝德,2018款 2.4L 四驱 精英版 5座,广汽三菱欧蓝德发动机抖动 后排座椅共振,"A24,H268,",2021-02-04,厂家受理
570286,众泰汽车,江南T11,2015款 舒适型,江南T11行驶中变速箱异响无人处理,"B33,",2021-02-04,信息审核
570281,长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,长安福特蒙迪欧行驶中发动机失去动力,"A255,",2021-02-04,处理反馈
570280,东风标致,标致5008,2017款 380THP 精英版 7座,东风标致5008发动机烧机油 转向异响,"A63,D59,G52,",2021-02-04,处理反馈
570278,长安汽车,长安欧尚X7,2021款 1.5T 自动 豪华型,长安欧尚X7后备箱车灯不亮希望尽快处理,"H82,",2021-02-04,用户评分
